PrimaryID,CEI,OT,HRES,NED,NECM,NEI,MCNCP2,NEW,TCED,MCED,MCIND,TNCID,NCIO,CEO,NCP,MINCP,MCMNCP,MCNCP1,LPP,CNWP,CNCM,CND,CNFP,CNSP
979494,0,0,0,1,1,0,0,1,46,45,0,0,0,46,0,0,0,0,5361,4,1,1,2,7
3488446,0,0,0,1,1,0,0,0,57,56,1,1,1,57,0,0,0,0,479,540,94,52,4,1006
1408123,0,0,0,1,1,0,0,1,15,14,0,0,0,15,0,0,0,0,3053,2,4,4,0,2
704058,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,1,0,0
281630,0,0,0,1,1,0,0,1,4,3,0,0,0,4,0,0,0,0,9797,1,1,1,0,1
1126506,0,0,0,1,1,0,0,2,15,14,2,2,2,15,0,0,0,0,5915,3,1,1,1,3
1681478,0,0,0,1,1,0,0,0,32,31,0,0,0,32,0,0,0,0,9797,2,1,1,351,2
1126514,0,0,0,1,1,0,0,2,27,26,2,2,2,27,0,0,0,0,0,6,1,1,15,0
20,1,0,0,1,1,2,0,4,147,146,7,7,7,147,0,0,0,0,1925,7,2,2,31,7
4230556,0,0,0,1,1,0,0,0,159,158,3,3,3,159,0,0,0,0,5361,1,1,1,149,2
563216,0,0,0,1,1,0,0,1,25,24,0,0,0,25,0,0,0,0,0,1,1,1,56,0
140835,1,1,0,3,3,2,0,3,226,174,5,6,0,0,0,0,0,0,0,8,7,7,0,0
34250279,0,1,0,3,3,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,3,3,0,0
1530444,0,0,0,1,1,0,0,1,14,13,0,0,0,14,0,0,0,0,3486,1,1,1,30,0
1250901,0,0,0,1,1,0,1,0,15,14,0,0,0,15,1,0,1,2,6715,0,3,3,79,5
140848,1,0,0,4,7,10,0,43,530,403,5,15,5,404,0,0,0,0,5915,221,119,79,118,306
64,0,0,0,2,2,0,0,1,157,137,2,2,2,19,0,0,0,0,5915,5,18,18,84,10
420439,0,0,0,1,1,0,0,0,96,95,0,0,0,96,0,0,0,0,0,0,1,1,2,0
2252931,0,0,0,1,1,0,0,0,458,457,2,2,0,0,0,0,0,0,7148,5,3,3,136,38
20014842,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,274,0,1,1,771,0
6343435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,10,0
979579,0,0,0,1,1,0,0,5,265,264,4,4,4,265,0,0,0,0,5915,49,10,8,0,56
420424,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9797,1,1,1,32,2
2501808,0,0,0,1,1,0,0,0,11,10,0,0,0,11,0,0,0,0,7148,0,1,1,305,2
9012063,0,0,0,0,0,0,0,0,0,0,0,0,5,79,0,0,0,0,243,0,1,1,1,0
15047731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,0,1
1126408,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,3,2
420477,0,0,0,2,3,1,0,4,129,70,0,0,7,86,0,0,0,0,7148,60,8,8,48,61
4724189,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,9797,11,3,3,554,14
7593305,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,19,0
140922,0,0,0,1,1,0,0,1,13,12,0,0,0,13,0,0,0,0,5361,1,1,1,0,1
2252987,0,0,0,1,1,0,0,0,23,22,3,3,3,23,0,0,0,0,6715,5,2,1,1,7
704078,0,0,0,1,1,0,0,1,33,32,0,0,0,33,0,0,0,0,0,1,1,1,16,17
9725709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,3,3,26,0
2501803,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,1,61,0
2921109,0,0,0,3,3,0,0,0,17,7,0,0,0,2,0,0,0,0,5361,1,6,6,38,1
979631,0,0,0,1,1,0,0,1,131,130,14,14,14,131,0,0,0,0,1017,1,1,1,428,1
281752,0,0,0,1,1,0,1,2,36,35,6,6,6,36,1,0,1,1,7148,13,1,1,112,15
2501716,0,0,0,1,1,0,0,0,184,183,1,1,1,184,0,0,0,0,5361,0,1,1,17,0
1530615,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,5361,0,1,1,33,0
24985473,0,1,0,4,4,0,0,0,309,131,1,1,0,0,0,0,0,0,0,0,4,4,8,0
1251058,0,0,0,0,0,0,9,3,0,0,0,0,11,245,2,36,10,54,9797,10,2,2,4,105
3488290,0,0,0,1,1,0,0,0,402,401,3,3,3,402,0,0,0,0,6715,4,2,2,61,4
170,0,0,0,3,3,0,0,1,1190,810,7,16,7,265,0,0,0,0,202,1,3,3,7,0
172,0,0,0,1,1,0,0,2,811,810,3,3,10,1695,0,0,0,0,7148,2,1,1,9,3
704156,0,0,0,1,1,0,0,1,24,23,0,0,0,24,0,0,0,0,0,1,1,1,8,0
420534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,34,0
160,0,0,0,7,12,0,0,0,1377,810,53,84,0,80,0,0,0,0,3,1,15,10,2,1
164,0,0,0,1,1,0,0,0,77,76,5,5,0,0,0,0,0,0,7148,1,3,3,9,0
24487829,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361,0,8,8,9,0
7593373,0,0,0,3,4,0,0,6,1025,571,7,12,1,8,0,0,0,0,9797,1369,126,40,1,1658
176,1,1,0,7,18,47,0,1944,1523,954,124,154,0,0,0,0,0,0,9797,3350,235,135,2,3041
141004,1,0,0,1,1,3,0,1,157,156,11,11,11,157,0,0,0,0,7148,1,1,1,2,1
2252819,0,0,0,0,0,0,0,0,0,0,0,0,6,660,0,0,0,0,362,1,2,1,93,2
141009,0,0,0,1,1,0,0,1,80,79,0,0,0,80,0,0,0,0,5915,1,1,1,119,0
4162652,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,3486,1,2,2,0,1
3060784,0,0,0,1,1,0,0,0,3710,3709,20,20,0,0,0,0,0,0,7148,0,22,21,343,0
281800,0,0,0,1,1,0,0,0,37,36,0,0,0,37,0,0,0,0,9797,5,2,2,2,6
14939817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0
979659,0,0,0,1,1,0,0,1,14,13,0,0,0,14,0,0,0,0,269,1,1,1,0,1
4039280,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,6,0
840916,0,0,0,1,1,0,2,2,89,88,0,0,0,89,7,12,5,277,5915,2,1,1,6,2
2252859,0,0,0,1,1,0,0,0,15,14,0,0,0,15,0,0,0,0,5361,11,2,2,39,11
242,1,0,0,2,2,6,1,3,91,52,3,4,1,53,2,0,1,4,3053,67,10,7,0,73
2678272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,1,3,3,5,0
563394,0,1,0,0,0,0,0,0,0,0,0,0,0,78605,0,0,0,0,0,1,6,5,9,1
141086,0,0,0,1,1,0,0,1,113,112,2,2,2,113,0,0,0,0,1329,6,1,1,0,6
277,1,1,0,3,6,10,0,38,1040,797,4,4,0,1,0,0,0,0,59,125,148,28,16,24
141074,1,0,0,13,15,29,0,21,288,86,4,25,0,35,0,0,0,0,9797,22,16,15,1199,33
1806148,0,0,0,1,1,0,0,0,408,407,13,13,13,408,0,0,0,0,7148,3,2,2,1475,8
9846911,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,6715,2,1,1,4,2
12121237,0,0,0,0,0,0,0,1,0,0,0,0,20,378,0,0,0,0,5361,1,1,1,4,1
840984,0,0,0,0,0,0,0,1,0,0,0,0,8,827,0,0,0,0,202,1,2,2,22,1
311,0,0,0,4,14,17,0,388,880,636,21,24,21,636,0,0,0,0,0,934,79,24,5,1874
2253294,0,0,0,1,1,0,0,0,5,4,0,0,0,105,0,0,0,0,0,4,1,1,1,5
840974,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,3,3,2,459,4
299,0,0,0,4,6,2,0,61,272,153,14,18,14,34,0,0,0,0,1291,1148,104,42,0,1710
141149,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3053,2,1,1,0,1
336,0,0,0,1,1,0,0,1,50,49,0,0,0,0,0,0,0,0,5361,1,1,1,49,1
2253206,0,0,0,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,7148,2,1,1,34,3
18024248,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,9797,1,1,1,61,1
335,0,0,0,1,1,0,0,1,80,79,0,0,0,80,0,0,0,0,7148,1,1,1,114,1
141120,0,0,0,2,2,7,0,1,100,91,0,0,0,92,0,0,0,0,6715,3,2,2,1858,3
2502045,0,0,0,1,1,0,1,0,1510,1509,6,6,6,1510,10,0,1,10,496,0,1,1,2,1
8325197,0,1,0,3,7,0,0,1,4504,4404,0,0,0,0,0,0,0,0,3486,801,331,88,8,938
141124,0,0,0,1,1,0,0,1,246,245,13,13,13,246,0,0,0,0,1586,1,1,1,447,0
6976522,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6715,0,1,1,2075,1
281953,0,0,0,1,1,0,0,1,3158,3157,38,38,38,3158,0,0,0,0,53,56,5,5,92,72
31959860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,800,0
2678686,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5361,1,1,1,0,2
979894,0,0,0,1,1,0,0,1,51,50,1,1,1,51,0,0,0,0,249,3,1,1,0,5
704430,1,0,0,1,2,12,0,2,27,26,2,2,2,27,0,0,0,0,6715,2,3,1,13,4
401,1,1,0,14,15,24,0,51,5463,3240,107,275,0,0,0,0,0,0,5361,71,94,65,110,74
394,0,0,0,2,3,3,0,8,300,291,5,5,5,292,0,0,0,0,18,81,28,19,18,107
141198,0,0,0,1,1,0,0,1,166,165,53,53,53,166,0,0,0,0,7148,10,2,1,146,7
1251285,0,0,0,0,0,0,0,0,0,0,0,0,16,594,0,0,0,0,5361,0,3,2,23,2
11372632,0,0,0,1,1,0,0,1,29,28,0,0,0,29,0,0,0,0,9797,3,1,1,2,3
282032,0,1,0,3,3,2,0,12,772,476,2,2,0,1,0,0,0,0,0,19,5,4,42,33
979852,0,0,0,1,1,0,0,1,2200,2199,1,1,1,2200,0,0,0,0,7148,2,1,1,1,3
5842046,0,0,0,0,0,0,0,0,0,0,0,0,51,329,0,0,0,0,5915,0,1,1,0,1
2253155,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,7148,1,1,1,203,3
2502008,0,0,0,1,1,0,0,0,8,7,0,0,0,8,0,0,0,0,1122,0,1,1,6339,1
11125850,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5915,4,2,2,12,4
9293562,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5361,1,2,2,19,3
141266,0,0,0,2,2,0,0,1,102,100,0,0,0,101,0,0,0,0,7148,7,3,3,7,9
1959326,0,0,0,1,1,0,0,1,4,3,0,0,15,71,0,0,0,0,3053,5,3,3,0,8
1126839,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,1,1,4,0
282057,0,1,0,1,1,0,0,2,810,809,27,27,0,0,0,0,0,0,5361,2,2,2,10,0
979946,0,0,0,0,0,0,0,2,0,0,0,0,20,298,0,0,0,0,7148,4,2,1,33,7
27590671,0,0,0,1,1,0,0,0,14,13,1,1,0,0,0,0,0,0,0,3,11,9,37,15
841184,0,0,0,1,1,0,0,1,50,49,0,0,0,50,0,0,0,0,135,4,1,1,36,7
1806239,0,0,0,0,0,0,0,2,0,0,0,0,0,31,0,0,0,0,9797,5,1,1,382,7
141259,0,1,0,1,1,0,0,0,110,109,4,4,0,0,0,0,0,0,9797,1,1,1,39,1
841193,0,0,0,1,1,0,0,0,7,6,0,0,0,7,0,0,0,0,9797,0,3,3,9,3
563699,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,7148,1,1,1,55,1
3241817,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,10,0,2,2,36,1
141301,0,0,0,2,2,0,0,2,1663,1481,0,0,0,181,0,0,0,0,5915,18,17,3,76,18
1806255,0,0,0,1,1,0,0,0,535,534,23,23,23,535,0,0,0,0,1291,7,4,4,285,8
3918207,0,0,0,0,0,0,0,0,0,0,0,0,49,846,0,0,0,0,495,0,1,1,112,1
282111,0,0,0,2,4,5,0,5,1507,917,29,47,29,917,0,0,0,0,5915,10,6,3,1,19
140323,0,1,0,1,1,0,0,2,38,37,1,1,0,0,0,0,0,0,0,2,3,3,547,0
419896,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,3,10,6,2,354,14
565,0,0,0,9,12,18,0,391,596,177,6,9,2,11,0,0,0,0,0,753,29,17,25,2
34954849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,1,1,0,0
978979,0,1,0,8,8,0,0,1,403,350,7,7,0,0,0,0,0,0,9797,2,10,10,215,0
703537,0,0,0,1,1,0,0,2,54,53,0,0,0,54,0,0,0,0,1329,36,4,4,5,40
419867,0,0,0,1,1,0,0,0,180,179,0,0,0,180,0,0,0,0,5915,1,1,1,6,1
541,0,1,0,6,8,5,0,254,1518,1449,2,5,0,0,0,0,0,0,1329,564,33,27,53,909
140304,0,0,0,1,1,0,0,4,166,165,53,53,53,166,0,0,0,0,892,37,19,9,4,34
2502344,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,0,5361,3,4,1,2,5
2920688,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,9797,0,1,1,0,1
282227,0,0,0,1,1,0,0,1,5,4,0,0,0,5,0,0,0,0,0,1,10,10,66,0
841282,0,0,0,1,1,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,2,2,145,0
703568,0,0,0,1,1,0,0,0,7,6,0,0,0,7,0,0,0,0,0,5,1,1,1,0
703571,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,3,0
2677891,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9797,0,2,1,64,1
419941,1,1,0,2,3,2,0,3,149,94,4,5,0,0,0,0,0,0,5361,9,9,3,235,9
563786,0,0,0,1,1,0,0,0,30,29,0,0,0,30,0,0,0,0,5361,2,1,1,5,5
5756301,0,0,0,1,1,0,0,0,1,0,0,0,0,16,0,0,0,0,1925,0,3,3,228,0
841303,0,0,0,1,1,0,0,1,252,251,0,0,0,252,0,0,0,0,3486,2,3,3,4,4
7469408,0,0,0,1,1,0,0,0,293,292,6,6,6,293,0,0,0,0,7148,0,1,1,0,0
2677940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,0,1,1,2,1
14571151,0,0,0,1,1,0,0,0,86,85,0,0,0,446,0,0,0,0,7148,1,2,2,422,4
703606,0,1,0,1,1,0,0,0,77,76,0,0,0,0,0,0,0,0,5915,2,4,4,26,3
979062,0,0,0,1,1,0,0,1,125,124,1,1,1,125,0,0,0,0,0,1,1,1,62,1
25233740,0,0,0,1,1,0,0,0,75,74,0,0,0,75,0,0,0,0,3053,5,3,2,301,5
7593851,0,0,0,1,1,0,0,0,64,63,0,0,0,64,0,0,0,0,9797,0,1,1,225,0
18303034,0,0,0,1,1,0,0,0,93,92,2,2,0,0,0,0,0,0,3486,0,1,1,11,0
5842810,0,0,0,1,1,0,2,0,64,63,0,0,0,64,5,1,2,16,1586,1,4,4,0,2
841347,0,1,0,2,2,0,0,1,415,219,2,2,0,0,0,0,0,0,9797,7,3,3,15,12
420017,0,1,0,4,4,0,0,2,1015,921,40,41,0,0,0,0,0,0,9797,6,6,6,2,6
282298,0,0,0,2,3,1,0,21,551,549,4,4,4,550,0,0,0,0,362,75,7,7,66,100
2253427,0,0,0,1,1,0,0,0,8,7,0,0,0,8,0,0,0,0,3053,3,1,1,9,0
26213263,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,0,1,1,23,0
1127122,0,0,0,2,3,12,0,0,21,17,0,0,0,3,0,0,0,0,1586,1,5,4,6,5
703626,0,0,0,1,1,0,0,3,70,69,0,0,0,70,0,0,0,0,9797,15,2,2,0,17
563900,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,1,1,1,0
563894,0,0,0,1,1,0,0,0,16,15,0,0,0,16,0,0,0,0,5361,18,10,9,112,26
140425,0,0,0,2,2,0,0,1,206,205,0,0,0,206,0,0,0,0,9797,4,2,2,2548,4
29141783,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1586,0,2,2,8,1
5143842,0,0,0,0,0,0,0,0,0,0,0,0,12,4248,0,0,0,0,1122,0,3,3,14,1
1530094,0,0,0,1,1,0,0,1,15,14,0,0,0,15,0,0,0,0,0,1,1,1,103,0
669,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3,2,2,7,6
703654,0,0,0,1,1,0,0,1,157,156,0,0,0,157,0,0,0,0,0,6,3,3,1,5
979126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0
34954957,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,0,3,2,101,0
1530080,0,0,0,1,1,0,0,1,35,34,0,0,0,35,0,0,0,0,5915,1,1,1,355,1
979124,0,0,0,0,0,0,1,0,0,0,0,0,0,41,2,0,1,1,5915,3,3,3,624,4
2502205,0,0,0,0,0,0,0,0,0,0,0,0,17,125,0,0,0,0,0,0,1,1,26,0
2253350,0,1,0,1,1,0,0,1,5485,5484,25,25,0,0,0,0,0,0,1925,4,1,1,4,5
841410,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,892,24,7,4,22,31
2920454,0,0,0,1,1,0,0,0,8,7,0,0,0,8,0,0,0,0,7148,2,5,5,212,3
563932,0,1,0,0,0,0,0,0,0,0,0,0,0,78605,0,0,0,0,0,1,7,6,3,1
750,1,1,0,13,15,11,0,34,7043,1421,23,87,0,0,0,0,0,0,5915,216,757,721,9,257
140513,0,1,0,2,2,0,0,1,152,102,3,3,0,0,0,0,0,0,7148,1,2,2,2,1
16407793,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,6715,0,18,1,108,0
140525,0,0,0,1,1,0,0,0,906,905,27,27,0,0,0,0,0,0,7148,0,3,3,36,0
563924,0,1,0,0,0,0,0,0,0,0,0,0,0,78605,0,0,0,0,0,1,6,5,35,1
703707,0,0,0,1,1,0,0,2,28,27,0,0,0,28,0,0,0,0,6715,4,6,5,24,4
2920477,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,495,0,1,1,348,1
20699775,0,0,0,1,1,0,0,0,4,3,0,0,0,4,0,0,0,0,6715,0,1,1,0,3
2677818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,0
140480,0,0,0,1,1,3,0,10,124,123,4,4,4,124,0,0,0,0,9797,81,7,4,131,97
16156924,0,0,0,3,3,0,0,0,34,28,0,0,0,2,0,0,0,0,3053,2,6,5,27,3
34954886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,1,1,190,0
140496,0,0,0,1,1,0,0,1,760,759,28,28,28,760,0,0,0,0,5915,1,1,1,269,1
5357373,0,0,0,1,1,0,0,0,30,29,0,0,0,30,0,0,0,0,6715,1,1,1,5,3
725,0,0,0,4,5,4,0,23,140,80,6,9,6,80,0,0,0,0,5915,442,88,76,341,628
11126474,0,1,0,1,1,0,0,0,3085,3084,0,0,0,0,0,0,0,0,3486,4,4,4,48,7
140603,0,0,0,1,1,0,0,1,21,20,0,0,0,21,0,0,0,0,1586,5,1,1,17,5
816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,3,1,1,4,6
8737829,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1122,0,2,2,2,0
1530176,0,0,0,1,1,0,0,1,119,118,0,0,0,119,0,0,0,0,0,1,1,1,10,0
3488128,0,1,0,1,1,0,0,1,6,5,0,0,0,0,0,0,0,0,274,16,28,9,9,52
140595,1,0,0,2,3,5,0,33,161,156,3,3,0,157,0,0,0,0,0,74,5,3,1,924
140598,1,0,0,2,6,4,0,3,77,56,0,0,0,56,0,0,0,0,1017,8,7,2,2,9
12966327,0,1,0,1,1,0,0,588,11,10,0,0,0,0,0,0,0,0,9797,2482,58,26,126,3080
563986,0,0,0,1,1,0,0,1,7,6,0,0,0,7,0,0,0,0,3053,1,1,1,6,1
11513033,0,1,0,1,1,0,0,0,371,370,0,0,0,0,0,0,0,0,495,1,3,3,55,1
9571915,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,8,1
810,0,1,0,2,2,0,0,8,1035,1032,7,7,0,0,0,0,0,0,892,70,5,5,139,75
703787,0,0,0,1,1,0,0,0,10,9,0,0,0,10,0,0,0,0,1925,2,1,1,1,3
35677681,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,12,0
4506241,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3053,0,3,3,0,0
4368533,0,0,0,0,0,0,0,0,0,0,0,0,2,261,0,0,0,0,9797,4,6,5,0,5
140567,0,0,0,1,1,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,3,3,32,0
5756150,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6715,0,1,1,15,1
1530235,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,0,3053,1,1,1,0,1
564035,0,0,0,1,1,0,0,1,7,6,0,0,0,7,0,0,0,0,3053,1,1,1,56,1
841555,0,1,0,1,1,0,0,1,18,17,0,0,0,0,0,0,0,0,9797,1,1,1,13,1
34955041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,3,3,3,0
841557,0,0,0,1,1,0,0,0,248,247,1,1,0,128,0,0,0,0,0,0,1,1,4,0
1127172,0,0,0,2,2,0,0,0,222,158,3,5,2,158,0,0,0,0,0,1,2,2,28,1
140650,0,0,0,1,1,0,0,2,204,203,39,39,39,204,0,0,0,0,1925,4,1,1,266,4
703830,0,0,0,0,0,0,0,2,0,0,0,0,0,99,0,0,0,0,1017,15,1,1,1,26
849,1,0,0,1,4,3,0,460,35,34,4,4,4,35,0,0,0,0,437,614,20,7,0,656
6836268,0,1,0,2,2,0,0,0,66,52,0,0,0,0,0,0,0,0,1329,33,2,2,9,42
282432,0,1,0,7,7,0,0,1,127,58,0,0,0,0,0,0,0,0,0,1,12,11,0,1
1530159,0,0,0,1,1,0,0,0,9,8,0,0,0,9,0,0,0,0,0,0,1,1,0,0
420168,0,1,0,1,1,0,0,3,222,221,3,3,0,0,0,0,0,0,5915,15,1,1,14,16
703867,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,67,0
1530173,0,0,0,1,1,0,0,2,22,21,0,0,0,22,0,0,0,0,0,2,1,1,0,0
1530314,0,0,0,1,1,0,0,1,19,18,5,5,5,19,0,0,0,0,3486,3,1,1,1,3
2253687,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,5361,4,1,1,3,7
28343810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7148,0,1,1,75,1
140704,0,0,0,2,2,0,0,1,27,15,0,0,0,12,0,0,0,0,5361,1,4,4,88,1
1530333,0,0,0,1,9,0,0,0,642,641,1,1,0,0,0,0,0,0,3486,1,12,3,331,1
10410721,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5915,2,1,1,0,2
140706,0,0,0,1,1,0,0,1,31,30,0,0,0,31,0,0,0,0,0,1,2,2,10,0
1530321,0,1,0,1,1,0,0,0,628,627,0,0,0,0,0,0,0,0,6715,1,2,2,78,1
28465173,0,0,0,1,1,0,0,0,52,51,0,0,0,52,0,0,0,0,6715,0,1,1,1093,0
1959890,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1586,1,1,1,1,0
282497,0,1,0,1,1,0,0,0,584,583,30,30,0,0,0,0,0,0,437,0,2,2,139,1
2502478,0,0,0,2,2,0,0,0,39,30,1,1,1,31,0,0,0,0,5361,0,7,7,0,2
140697,0,0,0,1,1,0,0,1,278,277,0,0,0,278,0,0,0,0,5915,2,1,1,14,2
9572084,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9797,1,1,1,2,1
1409010,0,0,0,1,1,0,0,0,12,11,0,0,0,12,0,0,0,0,3053,0,1,1,85,0
703925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7148,4,3,2,1,6
4506137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9797,0,1,1,838,2
841647,0,0,0,1,1,0,0,0,20,19,0,0,0,20,0,0,0,0,0,1,1,1,86,0
564175,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3486,1,3,3,1,1
1022,1,0,0,9,14,11,0,499,318,172,2,6,1,172,0,0,0,0,1329,1167,129,94,28,1564
140787,0,0,0,5,5,0,0,1,85,39,0,0,0,24,0,0,0,0,1925,1,7,7,3,0
6245425,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1586,0,1,1,2,0
34955179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3486,0,4,3,10,0
1408916,0,1,0,4,4,99,0,0,68,35,0,0,0,0,0,0,0,0,3053,0,6,5,0,3
564185,0,1,0,0,0,0,0,0,0,0,0,0,0,78605,0,0,0,0,0,1,5,4,2,1
282613,0,0,0,3,3,1,0,5,24,16,1,1,0,17,0,0,0,0,1122,9,11,10,52,10
1682362,0,0,0,1,1,0,0,0,6,5,0,0,0,8,0,0,0,0,5361,0,1,1,206,1
2502404,0,0,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0,0,5915,9,3,3,858,16
15186332,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5915,0,2,2,84,0
1250734,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,3,3,0,0
2500762,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,1,1,11,1
421467,0,0,0,1,1,0,0,1,31,30,2,2,2,31,0,0,0,0,7148,49,7,5,770,62
280659,0,0,0,1,1,0,0,0,32,31,0,0,0,32,0,0,0,0,0,0,1,1,59,0
1093,0,0,0,1,1,0,0,0,26,25,1,1,1,26,0,0,0,0,479,36,1,1,85,34
3059876,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6715,4,2,2,25,7
421440,0,0,0,1,1,0,0,2,36,35,0,0,0,36,0,0,0,0,5915,5,1,1,291,7
2253981,0,0,0,1,1,0,0,0,58,57,0,0,0,58,0,0,0,0,5915,13,3,3,106,15
2363062,0,0,0,1,1,0,0,0,89,88,5,5,5,89,0,0,0,0,1586,0,4,4,67,1
703062,0,0,0,1,1,0,0,2,31,30,0,0,0,31,0,0,0,0,5361,3,1,1,28,3
9724692,0,0,0,2,2,0,0,0,161,157,0,0,0,158,0,0,0,0,7148,14,11,7,106,16
1249807,0,0,0,1,1,0,0,0,119,118,0,0,0,119,0,0,0,0,1925,0,1,1,37,2
421489,0,0,0,1,1,0,0,2,1168,1167,0,0,0,1168,0,0,0,0,3486,3,2,2,0,0
703070,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,5361,2,5,5,13,0
